,0.1,0.2,0.30000000000000004,0.4,0.5,0.6,0.7000000000000001,0.8,0.9
0.01,38.30597542663614,38.297997527441254,38.40140072762287,38.419554727116925,38.5501073619171,38.36054564303707,38.49822410625411,38.32143054449565,38.16972912958255
0.02,38.591667489889595,38.57982333647935,38.72203090121775,38.55414945157061,38.62127614812671,38.59191078548099,38.6853295254151,38.68302960318551,38.70541555668056
0.03,38.744266752333644,38.74275507867084,38.67913692892995,38.67489149588339,38.73200736135796,38.786533828156536,38.66835942514843,38.76607472603731,38.72029075735634
0.04,38.729579698651534,38.794801563393214,38.794273920793145,38.81639598244202,38.81340141542756,38.7588086745858,38.767777758578305,38.76818469072094,38.80589826087944
0.05,38.78913005402387,38.78582368062842,38.79015143554024,38.73805972613925,38.80074085813954,38.768196727044185,38.81529135140102,38.790094927622114,38.80135461966039
0.060000000000000005,38.75546085720016,38.82060169451498,38.7477068599291,38.770680989390826,38.78324853643706,38.819037650129395,38.77664476948021,38.72926707361414,38.8140382953293
0.06999999999999999,38.818936312017016,38.80689900993745,38.77322877432515,38.76352851178194,38.78936186786201,38.81886264563856,38.81585710798169,38.803103369087275,38.79758682323284
0.08,38.773892174131234,38.755835568465386,38.77643107192657,38.76883033700191,38.82518419040565,38.79731287924077,38.80874668214507,38.79904079898102,38.79787421629321
0.09,38.78401949195431,38.81190816210958,38.82732086411918,38.83741274536376,38.80325238235693,38.744526058782796,38.790492854464986,38.810741211400185,38.805270056134574
